id,주제,theme,한국어,English,Espanol,中文
415,돈과 부,Wealth,남과 비교하는 지출이 가장 비싸다.,Spending driven by comparison costs the most.,El gasto por comparación es el más caro.,因比较而产生的消费，最昂贵。
416,돈과 부,Wealth,가격은 지불하는 것이고 가치는 얻는 것이다.,Price is what you pay; value is what you get.,"El precio es lo que pagas; el valor, lo que obtienes.",价格是你付出的，价值是你得到的。
417,돈과 부,Wealth,기록하지 않은 돈은 새어 나간다.,Money you do not track leaks away.,El dinero que no registras se escapa.,不记账的钱，会悄悄流走。
418,돈과 부,Wealth,경제적 자유란 하기 싫은 일을 거절할 힘이다.,Financial freedom is the power to say no.,La libertad financiera es el poder de decir que no.,财务自由，就是拒绝的能力。
419,돈과 부,Wealth,버는 속도보다 배우는 속도가 중요하다.,How fast you learn matters more than how fast you earn.,Importa más lo rápido que aprendes que lo que ganas.,学习的速度，比赚钱的速度更重要。
420,돈과 부,Wealth,충분함을 아는 사람이 진짜 부자다.,The truly rich are those who know what is enough.,El verdadero rico sabe qué es suficiente.,懂得知足的人，才是真正的富有。
421,돈과 부,Wealth,위험을 이해하지 못하면 수익도 지킬 수 없다.,"If you do not understand the risk, you cannot keep the return.","Si no entiendes el riesgo, no conservarás la ganancia.",不理解风险，就守不住收益。
422,돈과 부,Wealth,절약은 수비이고 투자는 공격이다. 둘 다 필요하다.,"Saving is defense, investing is offense; you need both.","Ahorrar es defensa; invertir, ataque. Necesitas ambos.",节约是防守，投资是进攻，两者都需要。
423,돈과 부,Wealth,돈으로 살 수 없는 것을 먼저 지켜라.,Protect first what money cannot buy.,Protege primero lo que el dinero no compra.,先守护金钱买不到的东西。
424,돈과 부,Wealth,작은 지출의 반복이 큰 지출보다 무섭다.,Repeated small expenses are scarier than one big one.,Los gastos pequeños repetidos asustan más que uno grande.,反复的小支出，比大支出更可怕。
425,돈과 부,Wealth,성공한 사람들은 대체로 지루하게 투자한다.,Successful people usually invest in boring ways.,La gente exitosa suele invertir de forma aburrida.,成功的人，投资方式大多很无聊。
426,건강과 균형,Health,건강은 잃기 전까지 가장 저평가된 자산이다.,Health is the most undervalued asset until you lose it.,La salud es el activo más subestimado hasta que se pierde.,健康，是失去前最被低估的资产。
427,건강과 균형,Health,잠은 게으름이 아니라 성과의 조건이다.,Sleep is not laziness; it is a condition of performance.,Dormir no es pereza; es condición del rendimiento.,睡眠不是懒惰，而是表现的前提。
428,건강과 균형,Health,몸을 돌보지 않으면 결국 몸이 일정을 정한다.,Neglect your body and it will set your schedule for you.,Descuida tu cuerpo y él marcará tu agenda.,不照顾身体，身体就会替你安排日程。
429,건강과 균형,Health,매일 걷는 30분이 미래의 병상을 줄인다.,Thirty minutes of walking a day shortens future sick days.,Treinta minutos de caminata al día reducen días de enfermedad.,每天走三十分钟，减少未来的病床日。
430,건강과 균형,Health,쉬는 것은 멈추는 것이 아니라 준비하는 것이다.,Resting is not stopping; it is preparing.,Descansar no es detenerse; es prepararse.,休息不是停止，而是准备。
431,건강과 균형,Health,성과는 체력 위에 쌓인다.,Achievement is built on stamina.,El logro se construye sobre la resistencia.,成就，建立在体力之上。
432,건강과 균형,Health,번아웃은 열심히 한 벌이 아니라 균형의 신호다.,Burnout is not a punishment for effort; it is a signal about balance.,El agotamiento no castiga el esfuerzo; avisa del desequilibrio.,倦怠不是努力的惩罚，而是失衡的信号。
433,건강과 균형,Health,천천히 먹는 습관이 오래 사는 습관이 된다.,Eating slowly becomes living long.,Comer despacio se convierte en vivir más.,细嚼慢咽，成为长寿的习惯。
434,건강과 균형,Health,일과 삶은 저울이 아니라 리듬이다.,Work and life are not a scale but a rhythm.,"Trabajo y vida no son balanza, sino ritmo.",工作与生活不是天平，而是节奏。
435,건강과 균형,Health,몸이 보내는 작은 신호를 무시하지 마라.,Do not ignore the small signals your body sends.,No ignores las señales pequeñas de tu cuerpo.,不要忽视身体发出的小信号。
436,건강과 균형,Health,운동은 오늘의 부담이자 내일의 저축이다.,Exercise is today's burden and tomorrow's savings.,El ejercicio es carga de hoy y ahorro de mañana.,运动是今天的负担，明天的储蓄。
437,건강과 균형,Health,스트레스는 없애는 것이 아니라 다루는 것이다.,Stress is not eliminated; it is managed.,El estrés no se elimina; se gestiona.,压力不是消除，而是管理。
438,건강과 균형,Health,주말의 회복이 주중의 성과를 만든다.,Weekend recovery creates weekday performance.,La recuperación del fin de semana crea el rendimiento semanal.,周末的恢复，造就工作日的表现。
439,건강과 균형,Health,가장 성실한 투자는 매일의 잠과 물이다.,The most faithful investments are daily sleep and water.,Las inversiones más fieles son dormir y beber agua a diario.,最忠实的投资，是每天的睡眠与水。
440,건강과 균형,Health,아픈 뒤에 쉬는 것보다 아프기 전에 쉬는 것이 싸다.,Resting before illness is cheaper than resting after.,Descansar antes de enfermar es más barato que después.,病前休息，比病后休息便宜。
441,건강과 균형,Health,하루 한 번은 화면에서 눈을 떼라.,Look away from the screen at least once a day.,Aparta la vista de la pantalla al menos una vez al día.,每天至少让眼睛离开屏幕一次。
442,건강과 균형,Health,산책은 가장 저렴한 상담이다.,A walk is the cheapest counseling there is.,Caminar es la terapia más barata.,散步，是最便宜的咨询。
443,건강과 균형,Health,몸이 편해야 마음도 정리된다.,A settled body settles the mind.,Un cuerpo tranquilo ordena la mente.,身体安顿，心才安顿。
444,건강과 균형,Health,무리한 하루는 사흘의 회복을 부른다.,One overdone day costs three days of recovery.,Un día excesivo cuesta tres de recuperación.,逞强的一天，需要三天恢复。
445,건강과 균형,Health,가족과의 저녁 식사는 일정에 넣을 가치가 있다.,Dinner with family is worth putting on the calendar.,La cena en familia merece estar en la agenda.,与家人共进晚餐，值得写进日程。
446,건강과 균형,Health,취미는 사치가 아니라 유지비다.,A hobby is not a luxury; it is maintenance.,Una afición no es un lujo; es mantenimiento.,爱好不是奢侈，而是维护成本。
447,건강과 균형,Health,숨을 고르는 시간이 속도를 만든다.,Time spent catching your breath creates speed.,El tiempo que tomas para respirar genera velocidad.,喘口气的时间，造就速度。
448,건강과 균형,Health,잘 쉰 사람이 잘 결정한다.,Well-rested people make better decisions.,Quien descansa bien decide mejor.,休息好的人，决定也更好。
449,건강과 균형,Health,평생 쓸 몸은 하나뿐이다.,You get only one body for the whole trip.,Solo tienes un cuerpo para todo el viaje.,一辈子只有一副身体。
450,건강과 균형,Health,바쁠수록 규칙적으로 먹고 자라.,"The busier you are, the more regular your meals and sleep should be.","Cuanto más ocupado estés, más regular debe ser comer y dormir.",越忙，越要规律饮食和睡眠。
451,감사와 마음,Gratitude,가진 것을 세어 보는 순간 부족함이 줄어든다.,Count what you have and lack shrinks.,Cuenta lo que tienes y la carencia se encoge.,数算所拥有的，匮乏就减少。
452,감사와 마음,Gratitude,감사는 습관이 될 때 힘이 된다.,Gratitude becomes power when it becomes habit.,La gratitud se vuelve fuerza al hacerse hábito.,感恩成为习惯时，就成为力量。
453,감사와 마음,Gratitude,평범한 하루가 누군가에게는 간절한 하루다.,An ordinary day is someone else's most longed-for day.,Un día común es el día más anhelado para alguien.,平凡的一天，是别人渴望的一天。
454,감사와 마음,Gratitude,불평의 목록보다 감사의 목록이 길어야 한다.,Your gratitude list should outrun your complaint list.,Tu lista de gratitud debe superar la de quejas.,感恩清单，应比抱怨清单更长。
455,감사와 마음,Gratitude,고마움을 늦게 말하면 절반만 전해진다.,Thanks delivered late arrives only half.,El agradecimiento tardío llega a medias.,迟到的感谢，只送达一半。
456,감사와 마음,Gratitude,작은 것에 기뻐하는 능력이 삶의 질을 정한다.,The ability to enjoy small things sets your quality of life.,Disfrutar lo pequeño define tu calidad de vida.,为小事欢喜的能力，决定生活品质。
457,감사와 마음,Gratitude,비교를 멈추면 만족이 시작된다.,Stop comparing and contentment begins.,Deja de comparar y empezará la satisfacción.,停止比较，满足就开始。
458,감사와 마음,Gratitude,당연한 것은 없다. 다만 익숙해졌을 뿐이다.,Nothing is a given; we have only grown used to it.,Nada es obvio; solo nos hemos acostumbrado.,没有理所当然，只是习以为常。
459,감사와 마음,Gratitude,오늘 무사히 지나간 하루도 성취다.,A day that passed safely is also an achievement.,Un día que pasó sin daño también es un logro.,平安度过的一天，也是成就。
460,감사와 마음,Gratitude,감사는 과거를 정리하고 미래를 가볍게 한다.,Gratitude tidies the past and lightens the future.,La gratitud ordena el pasado y aligera el futuro.,感恩整理过去，减轻未来。
